Data Center News Roundup: Q1 Earnings, Compass Acquisition;;https://www.datacenterknowledge.com/business/data-center-news-roundup-q1-earnings-compass-acquisition;;Data Center Knowledge is part of the Informa Tech Division of Informa PLCThis site is operated by a business or businesses owned by Informa PLC and all copyright resides with them. Informa PLC's registered office is 5 Howick Place, London SW1P 1WG. Registered in England and Wales. Number 8860726.Dylan Fisher | Jun 23, 2023With data center news moving faster than ever, we want to make it easy for data center professionals to cut through the noise and find the most important stories of the week.The Data Center Knowledge News Roundup brings you the latest news and developments across the data center industry — from investments and mergers to security threats and industry trends.Related: Amazon Is Spending $100 Million to Teach Cloud Customers About AITo keep up-to-date with all things data centers, subscribe to the Data Center Knowledge newsletter to get content straight to your inbox.Is a tech company a tech company if it doesn’t make an AI-related announcement? Like its peers (Dell, Nvidia, Lenovo) in the data center space, Hewlett Packard Enterprise couldn’t help but unveil a new AI supercomputer cloud service at its annual Discover Conference in Las Vegas. The HPE GreenLake for Large Language Models (LLMs) will “enable organizations of all sizes to pursue AI projects without the cost and complexity of having to buy, install, and manage AI-specific hardware themselves.”Related: AI and Crypto Are Becoming Regulatory FrenemiesFrom geopolitical conflicts to supply chain setbacks, the first quarter of 2023 was full of ups and downs for those in the data center space. In this earnings roundup — and who doesn’t love a roundup! — Pooja Shah asses how the top hyperscalers, vendors, and colos are doing and makes predictions for the rest of the year.Encouraged by a flood of government subsidies, Intel announced this week more than $50 billion in investments in new chip plants in Poland, Germany, and Israel. In general, chipmakers (from Intel to TSMC) are benefiting from recent international competition to attract their business. Germany’s subsidy package for Intel alone is valued at approximately €10 billion.Earlier this month, we reported on a hotly-contested bidding war between Brookfield Infrastructure Partners and DigitalBridge Group over the Dallas-based Compass Datacenters. Now, it appears a winner has been named: Brookfield (alongside the Ontario Teachers’ Pension Plan) will acquire Compass for an “undisclosed” sum. Assuming no hiccups, the companies anticipate the deal to close by end-of-year.Missed this year’s Data Center World in Austin, Texas or looking for additional industry-driven learning experiences? We’ve got you covered with video recaps of some of the event’s most buzz-worthy conversations:What Is Data Center PUE? Defining Power Usage Effectiveness. In this technical explainer on the ins-and-outs of PUE (Power Usage Effectiveness) in data centers, you’ll learn why power usage effectiveness is important, the ideal PUE ration, and strategies for reducing your data center's PUE.Get Off My Lawn … You Crazy Data Centers! Finally, after encountering NIMBY protestors at DICE Bisnow, Bill Kleyman reflects on where data centers have failed to address community concerns and how they’re working to be better neighbors. Kleyman writes: “I hope someone from the communities opposing data centers reads this because I have a straightforward message: You're right. And your concerns are all valid.”That’s all for this week. Which of these stories is most important to you? Let us know in the comments below!More information about text formatsFollow us:
Exploring the Future of Data Center Construction With Vertiv;;https://www.datacenterknowledge.com/data-center-world/exploring-future-data-center-construction-vertiv;;
The Era of Flash Is Now;;https://www.datacenterknowledge.com/storage/era-flash-now;;
HP extends private cloud portfolio at Equinix data centres;;https://datacenternews.asia/story/hp-extends-private-cloud-portfolio-at-equinix-data-centres;;
Amazon Is Spending $100 Million to Teach Cloud Customers About AI;;https://www.datacenterknowledge.com/amazon/amazon-spending-100-million-teach-cloud-customers-about-ai;;
DOE Refuses Pipeline Operator Energy Transfer's Rehearing Request for LNG Project;;https://pgjonline.com/news/2023/june/doe-refuses-pipeline-operator-energy-transfers-rehearing-request-for-lng-project;;
Submarine optical fibre cables market to be US$67.8 billion by 2033: FMI;;https://datacenternews.asia/story/submarine-optical-fibre-cables-market-to-be-us-67-8-billion-by-2033-fmi;;
AI and Crypto Are Becoming Regulatory Frenemies;;https://www.datacenterknowledge.com/artificial-intelligence/ai-and-crypto-are-becoming-regulatory-frenemies;;
Romania Could Be Net Gas Exporter in Coming Years with Neptun Project;;https://pgjonline.com/news/2023/june/romania-could-be-net-gas-exporter-in-coming-years-with-neptun-project;;
EIA: US Crude Inventories Post Surprise Draw, Fuel Stocks Rise;;https://pgjonline.com/news/2023/june/eia-us-crude-inventories-post-surprise-draw-fuel-stocks-rise;;
Report: Israel's Gas Reserves Grew by 40% Over Past Decade;;https://pgjonline.com/news/2023/june/report-israels-gas-reserves-grew-by-40-over-past-decade;;
US Oil Stocks at Cushing Delivery Hub Hit 2-Year Peak;;https://pgjonline.com/news/2023/june/us-oil-stocks-at-cushing-delivery-hub-hit-2-year-peak;;
Pipeline Operator CPC to Spend $200 Million to Resolve Bottleneck Issues, $100 Million on Repair Work;;https://pgjonline.com/news/2023/june/pipeline-operator-cpc-to-spend-200-million-to-resolve-bottleneck-issues-100-million-on-repair-work;;
US Shale's Muted Reply to OPEC Oil Cuts to Limit Supply, Executive Says;;https://pgjonline.com/news/2023/june/us-shales-muted-reply-to-opec-oil-cuts-to-limit-supply-executive-says;;
The Role of Processors in Enhancing AI Application Performance;;https://www.datacenterknowledge.com/data-center-world/role-processors-enhancing-ai-application-performance;;
What Is Data Center PUE? Defining Power Usage Effectiveness;;https://www.datacenterknowledge.com/sustainability/what-data-center-pue-defining-power-usage-effectiveness;;
Pro-Russian Hackers Pose Threat to Canadian Oil, Gas Sector, Spy Agency Says;;https://pgjonline.com/news/2023/june/pro-russian-hackers-pose-threat-to-canadian-oil-gas-sector-spy-agency-says;;
Japan’s Mitsui to Keep Stake in Russian LNG Project;;https://pgjonline.com/news/2023/june/japan-s-mitsui-to-keep-stake-in-russian-lng-project;;
Global Chip Race Touches Off Spending Spree, Led by Intel’s $50B Campaign;;https://www.datacenterknowledge.com/hardware/global-chip-race-touches-spending-spree-led-intel-s-50b-campaign;;
Iowa Regulators to Begin Permit Hearing For ‘Largest’ Carbon Pipeline in US;;https://pgjonline.com/news/2023/june/iowa-regulators-to-begin-permit-hearing-for-largest-carbon-pipeline-in-us;;
